,idx,RECOGNIZER_DT,RECOGNIZER_ID,AURA_ID,CHANNEL_CD,CORR_ID,STATUS_CD,REASON,VERSION_ID,DURATION_NU,SCORE_NU,INPUT,OUTPUT,INTENT,ENTITIES,AURA_ID_GLOBAL,num_file
94687,512454,2019-02-20T20:21:09.704Z,nlp-recognizer,7dce2e26-1abd-3710-ed90-779c0486f51c,movistar-plus,78b70eed-8905-5686-a81e-80ddf32b113d,200.0,,3.0.3,41.0,0.7758558000000001,Partido del Atleti Madrid,"{""score"":0.7758558,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.7758558}],""entities"":[{""type"":""tef.audiovisual_sports_unit"",""entity"":""Partido"",""label"":""PARTIDO"",""canon"":""partido"",""start_index"":0,""end_index"":7,""score"":1.0000000000000002},{""type"":""tef.audiovisual_sports_team"",""entity"":""Atleti Madrid"",""label"":"""",""canon"":""atleti madrid"",""start_index"":12,""end_index"":25,""score"":1}]}",tv.search,"Partido,Atleti Madrid",6d4a82f2-d9be-6af0-e3eb-063aa13e272a,125
50420,273444,2019-02-11T10:26:55.259Z,nlp-recognizer,7b584130-ac92-8f32-88ed-239602f8c611,movistar-home,fd41c71d-74e5-5d2e-9fae-1ed367c884c7,200.0,,3.0.3,130.0,0.9999561309999999,PON CANAL CERO,"{""score"":0.999956131,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.999956131}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""CERO"",""label"":"""",""canon"":""# 0"",""start_index"":10,""end_index"":14,""score"":0.9999999999996481}]}",tv.display,CERO,6df67fa4-8da4-2694-3148-4aa00ea91942,66
1029710,841279,2018-12-31T13:04:36.867Z,nlp-recognizer,0354e99f-601f-81ae-b7d0-149a55d8a31f,movistar-home,83aac3c6-3555-5641-86ee-a935516f1808,200.0,,3.0.3,47.0,0.9987290999999999,PON LAS STAR,"{""score"":0.9987291,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.9987291}],""entities"":[{""type"":""tef.audiovisual_film_title"",""entity"":""STAR"",""label"":"""",""canon"":""star"",""start_index"":8,""end_index"":12,""score"":0.9999999981660501}]}",tv.display,STAR,a1e0a918-3e10-b7c7-11f9-b14b280d24aa,188
765639,914687,2018-12-15T21:30:06.211Z,nlp-recognizer,11d065c7-5b4e-f449-c1b1-d09fc6bbbe4a,movistar-plus,95be4fe3-8414-58d0-922b-09fef1fe76ad,200.0,,3.0.2,48.0,0.8643018,Valencia ,"{""score"":0.8643018,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.8643018}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""Valencia"",""label"":"""",""canon"":""valencia"",""start_index"":0,""end_index"":8,""score"":1}]}",tv.search,Valencia,021d2b05-ead2-0ff0-e48b-6263d70348bf,207
7169,38858,2019-02-02T17:12:58.796Z,nlp-recognizer,42f0a48b-d60f-3af4-1001-2f28f8d085c9,movistar-plus,6caf709d-c06c-52f4-aae2-6f98afbed396,200.0,,3.0.3,46.0,0.9963785409999999,Hola puedes buscar Iron Man,"{""score"":0.996378541,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.996378541}],""entities"":[{""type"":""tef.audiovisual_film_title"",""entity"":""Iron Man"",""label"":"""",""canon"":""iron man"",""start_index"":19,""end_index"":27,""score"":1.0000000000000002}]}",tv.search,Iron Man,e3c0fe3c-05d0-c684-66f0-38f014be1f06,10
823386,304671,2018-12-18T20:12:31.276Z,nlp-recognizer,440e1c56-bf05-b533-c73c-11171c13e5c6,movistar-home,15330776-09c3-5393-b34d-444731b4c558,200.0,,3.0.3,39.0,0.7118056420000001,PUEDES DESCANSAR PUEDES RETIRARTE,"{""score"":0.711805642,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0.711805642}],""entities"":[]}",None,,ca7b3da7-2753-f14a-8ccc-2651f8a01bd8,60
1180591,350580,2019-03-16T20:04:08.286Z,nlp-recognizer,6d35269e-2666-e650-2572-4ebee9746c3c,movistar-home,0b93b126-132b-58cc-9470-5f9e9a55d5be,200.0,,3.0.3,19.0,1.0,PONLO EN LA TELE,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":1}],""entities"":[]}",tv.display,,a364e60d-7379-02f9-cad7-dcb37abb245b,91
570451,1556466,2019-01-16T22:15:07.452Z,nlp-recognizer,6fef5ff2-e19e-b2f7-62a4-44727930432b,movistar-plus,19cd7b76-728b-5765-9528-f53fa1a6ef9c,200.0,,3.0.3,47.0,0.334524453,La resistencia,"{""score"":0.334524453,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.334524453}],""entities"":[{""type"":""tef.audiovisual_tvshow_title"",""entity"":""La resistencia"",""label"":"""",""canon"":""la resistencia"",""start_index"":0,""end_index"":14,""score"":1}]}",tv.search,La resistencia,5e271d0c-9547-fc09-d51e-4cec8e28efed,373
706244,2002131,2018-12-08T22:26:39.962Z,cognitive-multiluis-recognizer,94a1daa0-6093-e47b-d621-acd9d8d0c2e2,movistar-plus,532a6f8d-08f1-525e-bc85-02f52d4fcccc,200.0,,2.5.1,28.0,0.9999707472557068,area clientes,"{""compositeEntities"":[],""entities"":[],""intent"":""None"",""score"":0.9999707472557069}",None,,,467
743331,48769,2018-12-14T14:51:33.814Z,nlp-recognizer,2912c359-b335-a1a5-a05e-7f7c5a250bfa,movistar-home,f22b8193-a984-5329-a6cf-441edc753dc7,200.0,,3.0.2,72.0,0.7532253000000001,PONLO EN ANTENA TRES,"{""score"":0.7532253,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.7532253}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""ANTENA TRES"",""label"":"""",""canon"":""antena 3"",""start_index"":9,""end_index"":20,""score"":1.0000000000000002}]}",tv.display,ANTENA TRES,068ceea5-4077-a73f-2708-53b10e7d7b94,12
1168139,1073206,2019-03-15T18:56:35.778Z,nlp-recognizer,92efce3e-0226-661f-4c28-c379b92559d7,movistar-home,2e2d9a86-6080-53a5-a0dd-cd2e89dd4fbe,200.0,,3.0.3,123.0,0.25960489999999997,PON LA LUZ BLANCA,"{""score"":0.2596049,""intent"":""tef.int.es_ES.mh.domotics.light_off"",""intents"":[{""intent"":""tef.int.es_ES.mh.domotics.light_off"",""score"":0.2596049}],""entities"":[]}",domotics.light_off,,f64a18ea-51c7-aa48-0938-97aaa05337be,285
846830,366154,2018-12-19T20:45:41.795Z,nlp-recognizer,1cb29ec9-dd06-0f5e-f284-e6e823bf3fee,movistar-home,1a27d73a-4e81-5c68-8241-cec4db2e4a67,200.0,,3.0.3,15.0,1.0,LLAMAR PACO,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""score"":1}],""entities"":[{""type"":""tef.com_name"",""entity"":""PACO"",""label"":"""",""canon"":""paco"",""start_index"":7,""end_index"":11,""score"":1}]}",communications.call_by_name,PACO,0492f406-3cf1-129e-84db-04fbb08d6c70,73
589357,1661040,2019-01-20T12:20:46.953Z,nlp-recognizer,ac3654b6-afb2-5e8d-8648-88879a6f78e2,movistar-plus,63aebcb6-ef21-5c19-b536-6a5193e2b299,200.0,,3.0.3,62.0,0.7758558000000001,partido del Betis,"{""score"":0.7758558,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.7758558}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""Betis"",""label"":"""",""canon"":""betis"",""start_index"":12,""end_index"":17,""score"":1},{""type"":""tef.audiovisual_sports_unit"",""entity"":""partido"",""label"":""PARTIDO"",""canon"":""partido"",""start_index"":0,""end_index"":7,""score"":0.9999455472591675}]}",tv.search,"Betis,partido",c57197fd-794b-0bce-7c2d-f6ce776a8d49,401
335237,303608,2019-01-08T21:10:43.904Z,nlp-recognizer,84d7cbc3-7ac2-6469-979b-6a8f2996fd28,movistar-plus,4fb0ca33-8967-5181-8912-d1ca24a452ba,200.0,,3.0.3,48.0,0.237496868,de policía,"{""score"":0.237496868,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.237496868}],""entities"":[{""type"":""tef.audiovisual_documental_title"",""entity"":""policía"",""label"":"""",""canon"":""policia"",""start_index"":3,""end_index"":10,""score"":0.9978480505972519}]}",tv.search,policía,76613be4-a5e2-2032-f776-3954d2746af3,69
463963,1001154,2019-01-29T17:00:31.935Z,nlp-recognizer,be9f1d9e-ed04-3108-9729-1f2ebb13f771,movistar-home,dd7ddb2d-a146-578f-858e-60c3118af61b,200.0,,3.0.3,45.0,0.6890163420000001,AUNQUE LA GRAN BOBOBO BO BO,"{""score"":0.689016342,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.689016342}],""entities"":[{""type"":""tef.audiovisual_sports_season_motor"",""entity"":""GRAN BOBOBO BO BO"",""label"":"""",""canon"":""gran bobobo bo bo"",""start_index"":10,""end_index"":27,""score"":0.9999686112174924}]}",tv.search,GRAN BOBOBO BO BO,ca33e1f1-878f-6ed4-7f2d-b851dae80584,236
65543,354263,2019-02-14T18:36:45.455Z,nlp-recognizer,e8e945a3-d14f-7645-392b-92b760e52d3b,movistar-plus,a464fec6-fcfb-54c5-b883-3eeaefee1173,200.0,,3.0.3,26.0,,Gestión,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,b219df23-511b-63ba-68fc-6b5b478b32bf,86
726103,1798570,2018-12-11T20:46:55.636Z,cognitive-multiluis-recognizer,81e3a60e-487f-2220-c365-2813663b0120,movistar-plus,4c0c3976-6f1d-5817-97b2-d917f56b3206,200.0,,2.5.1,70.0,0.9926933000000001,pon una [tef.audiovisual_genre] de policia,"{""score"":0.9926933,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.9926933},{""intent"":""tef.int.es_ES.mp.tv.from_beginning"",""score"":0.177362829},{""intent"":""tef.int.es_ES.mp.tv.record"",""score"":0.00201507774},{""intent"":""None"",""score"":0.0011478113},{""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""score"":0.0002652306},{""intent"":""tef.int.es_ES.mp.tv.search_similar"",""score"":0.00015088795},{""intent"":""tef.int.es_ES.mp.tv.launch"",""score"":0.0001039873},{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.00005756465},{""intent"":""tef.int.es_ES.mp.tv.question_time_loc"",""score"":0.000012347743}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""película"",""label"":""CN"",""canon"":""peliculas"",""start_index"":7,""end_index"":16,""score"":0.0000024023079322110546}],""compositeEntities"":[]}",tv.display,película,,416
669854,1862650,2018-12-03T02:31:05.428Z,cognitive-multiluis-recognizer,87fbba89-7cf8-aa8f-cb4c-14e26a97eb7f,movistar-plus,963ed52e-1e39-5e80-8f57-9182be760324,200.0,,2.5.1,45.0,0.9999707472557068,pleyvoy,"{""compositeEntities"":[],""entities"":[],""intent"":""None"",""score"":0.9999707472557069}",None,,,433
634141,1910057,2019-01-27T20:47:12.136Z,nlp-recognizer,4502471e-04f1-02ab-29ea-eef64875c2c3,movistar-home,c145f673-eb91-50c2-841f-17475724423b,200.0,,3.0.3,130.0,0.19609326100000002,DE VERAS SWANSEA UNAS LLAMADAS,"{""score"":0.196093261,""intent"":""tef.int.es_ES.mh.communications.check_calls"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.check_calls"",""score"":0.196093261}],""entities"":[{""type"":""tef.com_call"",""entity"":""LLAMADAS"",""label"":"""",""canon"":""llamadas"",""start_index"":22,""end_index"":30,""score"":1}]}",communications.check_calls,LLAMADAS,0fb25682-7a31-689a-0ab9-7aa5ff083fe5,457
643641,1961189,2019-01-30T10:07:25.084Z,nlp-recognizer,b04de278-f902-45ac-f55b-a6513771d7db,movistar-home,f9ddca96-bed2-5e75-b7be-3fc91439776e,200.0,,3.0.3,46.0,1.0,QUIERO LLAMAR POR TELÉFONO,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call"",""score"":1}],""entities"":[]}",communications.call,,2da1cb9b-034f-8830-7345-5e7e655eb820,470
860343,403969,2018-12-20T18:13:43.955Z,nlp-recognizer,2bdae0ad-4cd5-cf7a-a9d7-0e8964733aa0,movistar-home,ed9dd984-3b42-52ba-8143-d5bf53eee8e0,200.0,,3.0.3,70.0,0.292374849,PRÓXIMO PROGRAMA DE LA CADENA,"{""score"":0.292374849,""intent"":""tef.int.es_ES.mh.tv.search_similar"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search_similar"",""score"":0.292374849}],""entities"":[{""type"":""tef.audiovisual_film_title"",""entity"":""LA CADENA"",""label"":"""",""canon"":""la cadena"",""start_index"":20,""end_index"":29,""score"":0.9999972843217657},{""type"":""tef.audiovisual_genre"",""entity"":""PROGRAMA"",""label"":""PR"",""canon"":""programas de television"",""start_index"":8,""end_index"":16,""score"":1}]}",tv.search_similar,"LA CADENA,PROGRAMA",e8101646-519f-ec26-7a95-6f8e3217ff8f,82
1017515,803881,2018-12-30T14:58:40.992Z,nlp-recognizer,aef40fe4-ee75-afe8-4054-511ed58a2321,movistar-home,bbd2fa02-805d-5e90-a40c-62f7c37104c3,200.0,,3.0.3,15.0,1.0,GRACIAS POR AYUDARME,"{""score"":1,""intent"":""tef.int.es_ES.mh.common.thankyous"",""intents"":[{""intent"":""tef.int.es_ES.mh.common.thankyous"",""score"":1}],""entities"":[]}",common.thankyous,,084b8877-bb82-21e6-cd0a-935bea7168d8,178
491899,1146993,2019-01-03T18:54:11.734Z,nlp-recognizer,c72dc21e-ec9d-ebeb-e079-3b033833942f,movistar-home,4c9ad399-831f-5c25-8055-5dd3226e88f3,200.0,,3.0.3,14.0,1.0,LLAMA A MAMÁ,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""score"":1}],""entities"":[{""type"":""tef.com_name"",""entity"":""MAMÁ"",""label"":"""",""canon"":""mama"",""start_index"":8,""end_index"":12,""score"":1}]}",communications.call_by_name,MAMÁ,60115615-8bd2-e9b6-7e89-40329e72a4cf,272
181617,981124,2019-02-10T11:16:14.079Z,nlp-recognizer,b1af39e3-a5d7-4020-24ed-6899ec428976,movistar-home,977e5098-5a56-5719-9770-3f54c8c416ef,200.0,,3.0.3,15.0,1.0,MÁS VOLUMEN,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.volume_up"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.volume_up"",""score"":1}],""entities"":[]}",tv.volume_up,,a282ca17-7c78-1cbe-71ef-cd3e7a192742,244
599607,1717341,2019-01-22T18:42:17.200Z,nlp-recognizer,85644c48-75c0-7a44-fcd5-ac0e58bf185c,movistar-plus,007f7468-13bf-5e9f-88da-733296ec4062,424.0,"Error: Aura recognizer error, reason: recognizer-execution (undefined)",3.0.3,22.0,,no me interesa ninguno lo que me digas,,,,5d9fa632-c263-7c95-b79e-f870eed78f61,415
391629,602367,2019-01-17T12:58:59.778Z,nlp-recognizer,76e0886d-2c33-5a85-ab64-2f0b9aadbeea,movistar-home,9c1b2fb1-e5bf-5487-b230-ab959734122e,200.0,,3.0.3,43.0,0.218690038,IR A LA VUELTA AL TELECINCO,"{""score"":0.218690038,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.218690038}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""TELECINCO"",""label"":"""",""canon"":""telecinco"",""start_index"":18,""end_index"":27,""score"":1}]}",tv.display,TELECINCO,08a0a527-b3e1-573e-d378-180a25166571,140
970119,1394047,2018-12-27T17:21:58.644Z,nlp-recognizer,e74ac64e-fa9a-f4fa-4063-73eb98b11421,movistar-home,1b745acc-1ef8-5a15-8efb-9adaeaddc71d,200.0,,3.0.3,45.0,0.9848793,ESTÁN ECHANDO HOY EN LA TELE,"{""score"":0.9848793,""intent"":""tef.int.es_ES.mh.tv.content_get_info"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.content_get_info"",""score"":0.9848793}],""entities"":[{""type"":""tef.time_interval"",""entity"":""HOY"",""label"":"""",""canon"":""hoy"",""start_index"":14,""end_index"":17,""score"":1},{""type"":""tef.device_tv"",""entity"":""TELE"",""label"":"""",""canon"":""television"",""start_index"":24,""end_index"":28,""score"":1}]}",tv.content_get_info,"HOY,TELE",6419663d-c497-693d-6741-50bce1b1e54b,318
365623,461255,2019-01-13T03:00:25.922Z,nlp-recognizer,ad813bc8-8e7b-d779-d2e7-e141f6016218,movistar-home,2860df76-75fc-5fbe-bc3b-1874fdc1dff7,200.0,,3.0.3,29.0,1.0,PON EL CANAL SIGUIENTE,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.channel_up"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.channel_up"",""score"":1}],""entities"":[]}",tv.channel_up,,07b28244-6e51-94a3-3036-7dfb114e9ad2,105
3439,18542,2019-02-01T21:27:11.588Z,nlp-recognizer,26c74dde-495a-b04d-d70d-ae2b457155bd,movistar-home,3ce7e695-898f-5e9e-98d2-0a546fafb589,200.0,,3.0.3,49.0,0.9997796999999998,QUIERO VER LA UNO,"{""score"":0.9997797,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.9997797}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""UNO"",""label"":"""",""canon"":""la 1"",""start_index"":14,""end_index"":17,""score"":0.9986482974703855}]}",tv.display,UNO,ff3582b8-c311-8f07-82e4-7c4302e6b7b3,5
356000,410326,2019-01-11T20:24:35.208Z,nlp-recognizer,c45aea7b-2dc8-c4b9-6a69-1089ea77d969,movistar-home,0a8095f7-1e61-5119-b34a-1337691569a9,200.0,,3.0.3,18.0,1.0,MÁS DETALLES,"{""score"":1,""intent"":""tef.int.es_ES.mh.carousel.info"",""intents"":[{""intent"":""tef.int.es_ES.mh.carousel.info"",""score"":1}],""entities"":[]}",carousel.info,,494f5aea-7d83-6d43-eafb-3e4a12b2f146,94
890944,494210,2018-12-22T13:00:58.122Z,nlp-recognizer,66ce3482-6d4d-4396-38fd-530173bb3e62,movistar-home,c6bbc8a3-5f2e-5b5b-a2f0-9b40f6e6a57a,200.0,,3.0.3,68.0,0.4216548,Y LLAMA A NACHO ALUMNOS DE ACCEDER A LA TELE SÍ,"{""score"":0.4216548,""intent"":""tef.int.es_ES.mh.tv.vod_epg_information"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.vod_epg_information"",""score"":0.4216548}],""entities"":[{""type"":""tef.device_tv"",""entity"":""TELE"",""label"":"""",""canon"":""television"",""start_index"":40,""end_index"":44,""score"":1}]}",tv.vod_epg_information,TELE,55325cc9-251b-924a-e3f3-6f1d624ee886,102
343180,345379,2019-01-10T13:02:40.724Z,nlp-recognizer,abac4ec2-4f05-9198-b677-43f11c48922d,movistar-home,06035436-9959-5629-bed4-8704b6b9ea40,200.0,,3.0.3,67.0,0.9999413490000001,PONME CANAL CERO,"{""score"":0.999941349,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.999941349}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""CERO"",""label"":"""",""canon"":""# 0"",""start_index"":12,""end_index"":16,""score"":0.9999999999999998}]}",tv.display,CERO,8af518b2-0e87-c4fc-577f-b8ae1f045deb,80
28391,154682,2019-02-06T21:59:24.183Z,nlp-recognizer,d88d85a9-f7f8-6149-e527-ec612b648f2b,movistar-home,d2c2f916-e8fa-536c-b131-a799fb9d60cf,200.0,,3.0.3,44.0,0.9898299,CAMBIA A TELECINCO,"{""score"":0.9898299,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.9898299}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""TELECINCO"",""label"":"""",""canon"":""telecinco"",""start_index"":9,""end_index"":18,""score"":1}]}",tv.display,TELECINCO,bae5583f-d3a6-3876-fe24-5b53e3045676,38
210409,1135510,2019-02-16T08:05:34.745Z,nlp-recognizer,cc6fc12f-a02b-7917-3c0a-351633121ec4,movistar-plus,a8861354-ac85-5a40-b746-fe8b672139f6,200.0,,3.0.3,102.0,0.547835767,Hay rally en tv ahora,"{""score"":0.547835767,""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""score"":0.547835767}],""entities"":[{""type"":""tef.audiovisual_sports"",""entity"":""rally"",""label"":""DPAUTO-RALLY"",""canon"":""rally"",""start_index"":4,""end_index"":9,""score"":0.9999999999999998},{""type"":""tef.time_instant"",""entity"":""ahora"",""label"":"""",""canon"":""ahora"",""start_index"":16,""end_index"":21,""score"":0.999999999999959},{""type"":""tef.device_tv"",""entity"":""tv"",""label"":"""",""canon"":""television"",""start_index"":13,""end_index"":15,""score"":0.9999999600509508}]}",tv.content_get_info,"rally,ahora,tv",ea6d6a3a-1d5f-20de-1efc-5cb9d9d6e44c,283
1233908,494374,2019-03-23T09:15:57.547Z,nlp-recognizer,6bd52082-c7bb-36aa-d0f6-37c597d85096,movistar-home,8faa9e3f-88dd-5553-b9e7-1fc2646bffeb,200.0,,3.0.3,48.0,0.4811121820000001,Y LLAMA A MI LADO CUÁL ES EL MEJOR ME LLEVEN NACIDO EBER A QUE HORA ES,"{""score"":0.481112182,""intent"":""tef.int.es_ES.mh.tv.search_similar"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search_similar"",""score"":0.481112182}],""entities"":[{""type"":""tef.audiovisual_film_title"",""entity"":""MI LADO CUÁL ES EL MEJOR ME LLEVEN NACIDO EBER A QUE HORA ES"",""label"":"""",""canon"":""mi lado cual es el mejor me lleven nacido eber a que hora es"",""start_index"":10,""end_index"":70,""score"":0.9997101011261791}]}",tv.search_similar,MI LADO CUÁL ES EL MEJOR ME LLEVEN NACIDO EBER A QUE HORA ES,e10a13de-735d-0059-e14f-9e509a282423,130
337671,316615,2019-01-09T14:04:38.838Z,nlp-recognizer,93310661-4717-d6af-30fe-9ff88a823703,movistar-home,2dac4736-022c-54d4-9237-4daf57bb2e38,200.0,,3.0.3,82.0,0.9999237,PON EL CANAL FORMULA UNO,"{""score"":0.9999237,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.9999237}],""entities"":[{""type"":""tef.audiovisual_sports"",""entity"":""FORMULA UNO"",""label"":""F1"",""canon"":""formula 1"",""start_index"":13,""end_index"":24,""score"":1}]}",tv.display,FORMULA UNO,1dd900ee-b206-3ebd-fb5c-b3ebe7c20cbb,73
1145362,249254,2019-03-12T22:59:30.655Z,nlp-recognizer,de83bf36-6c3f-7974-5026-c29a19be5fad,movistar-plus,65f3a828-64df-54fb-b094-920a92b06d78,200.0,,3.0.3,14.0,1.0,Mercedes Milá la resistencia,"{""score"":1,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":1}],""entities"":[{""type"":""tef.audiovisual_actor"",""entity"":""Mercedes Milá la resistencia"",""label"":"""",""canon"":""mercedes mila la resistencia"",""start_index"":0,""end_index"":28,""score"":0.9999999997817599}]}",tv.search,Mercedes Milá la resistencia,3bc74702-9729-c24b-6827-9946796eb70f,65
1008421,779883,2018-12-29T20:16:48.924Z,nlp-recognizer,4e266b3c-c68e-29bf-9bd1-31e0f5e17303,movistar-plus,348e9024-4af6-5410-ad79-34428e27aa76,200.0,,3.0.3,61.0,0.5966774,Películas hoy Fox,"{""score"":0.5966774,""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""score"":0.5966774}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""Fox"",""label"":"""",""canon"":""fox"",""start_index"":14,""end_index"":17,""score"":0.9999970416117093},{""type"":""tef.audiovisual_genre"",""entity"":""Películas"",""label"":""CN"",""canon"":""peliculas"",""start_index"":0,""end_index"":9,""score"":1.0000000000000002}]}",tv.content_get_info,"Fox,Películas",5e83f06d-9d36-0dfd-39f0-2ca8739efa2e,173
